pH (eau);pH (eau)_Min;pH (eau)_Max;Carbone organique;Carbone organique_Min;Carbone organique_Max;ratio C/N;ratio C/N_Min;ratio C/N_Max;Azote total;Azote total_Min;Azote total_Max;Phosphore total;Phosphore total_Min;Phosphore total_Max;Bore (eau chaude);Bore (eau chaude)_Min;Bore (eau chaude)_Max;Capacité d'échange cationique;Capacité d'échange cationique_Min;Capacité d'échange cationique_Max
5,5;5,1;7;0,5;1,5;4,5;13,4;9,5;15,5;0,06;0,2;0,4;122;200;600;0,18;0,16;0,9;1;75;200
6,1;5,1;7;2,5;1,5;4,5;9,6;9,5;15,5;0,26;0,2;0,4;439;200;600;0,32;0,16;0,9;4;75;200
6;5,1;7;1,6;1,5;4,5;9,9;9,5;15,5;0,16;0,2;0,4;212;200;600;0,23;0,16;0,9;4;75;200
5,1;5,1;7;0,8;1,5;4,5;12,2;9,5;15,5;0,07;0,2;0,4;152;200;600;0,1;0,16;0,9;1;75;200
6,5;5,1;7;2,7;1,5;4,5;10,9;9,5;15,5;0,26;0,2;0,4;481;200;600;0,28;0,16;0,9;7;75;200
5,9;5,1;7;1,1;1,5;4,5;11,1;9,5;15,5;0,12;0,2;0,4;74;200;600;0,18;0,16;0,9;4;75;200
5,2;5,1;7;0,6;1,5;4,5;11,8;9,5;15,5;0,05;0,2;0,4;98;200;600;0,09;0,16;0,9;2;75;200
5,5;5,1;7;2,4;1,5;4,5;11,4;9,5;15,5;0,2;0,2;0,4;347;200;600;0,23;0,16;0,9;1;75;200
5,8;5,1;7;0,8;1,5;4,5;12,4;9,5;15,5;0,07;0,2;0,4;49;200;600;0,12;0,16;0,9;1;75;200
5,9;5,1;7;1,1;1,5;4,5;11,5;9,5;15,5;0,11;0,2;0,4;96;200;600;0,19;0,16;0,9;3;75;200
5;5,1;7;0,6;1,5;4,5;14,4;9,5;15,5;0,04;0,2;0,4;10;200;600;0,15;0,16;0,9;1;75;200
6,4;5,1;7;5,3;1,5;4,5;13,1;9,5;15,5;0,47;0,2;0,4;601;200;600;0,41;0,16;0,9;16;75;200
5,5;5,1;7;0,9;1,5;4,5;12,3;9,5;15,5;0,08;0,2;0,4;47;200;600;0,16;0,16;0,9;2;75;200
5,9;5,1;7;0,8;1,5;4,5;12,2;9,5;15,5;0,07;0,2;0,4;138;200;600;0,1;0,16;0,9;1;75;200
6,7;5,1;7;1,1;1,5;4,5;11,5;9,5;15,5;0,12;0,2;0,4;318;200;600;0,23;0,16;0,9;6;75;200
5,1;5,1;7;3;1,5;4,5;13,3;9,5;15,5;0,25;0,2;0,4;399;200;600;0,18;0,16;0,9;1;75;200
5,3;5,1;7;1,2;1,5;4,5;10,3;9,5;15,5;0,11;0,2;0,4;48;200;600;0,18;0,16;0,9;1;75;200
6;5,1;7;1,7;1,5;4,5;9,4;9,5;15,5;0,18;0,2;0,4;211;200;600;0,24;0,16;0,9;4;75;200
5,5;5,1;7;0,7;1,5;4,5;11,5;9,5;15,5;0,06;0,2;0,4;10;200;600;0,13;0,16;0,9;1;75;200
5,8;5,1;7;1,6;1,5;4,5;10,6;9,5;15,5;0,15;0,2;0,4;198;200;600;0,26;0,16;0,9;3;75;200
6,1;5,1;7;4,7;1,5;4,5;10,4;9,5;15,5;0,48;0,2;0,4;680;200;600;0,32;0,16;0,9;7;75;200
5,4;5,1;7;1,5;1,5;4,5;11;9,5;15,5;0,14;0,2;0,4;152;200;600;0,2;0,16;0,9;1;75;200
5,8;5,1;7;1,4;1,5;4,5;11,5;9,5;15,5;0,12;0,2;0,4;152;200;600;0,22;0,16;0,9;2;75;200
7,6;5,1;7;4,6;1,5;4,5;10,7;9,5;15,5;0,46;0,2;0,4;532;200;600;0,57;0,16;0,9;10;75;200
6,2;5,1;7;1,5;1,5;4,5;9,8;9,5;15,5;0,16;0,2;0,4;224;200;600;0,21;0,16;0,9;5;75;200
6,6;5,1;7;1,4;1,5;4,5;11,2;9,5;15,5;0,13;0,2;0,4;159;200;600;0,24;0,16;0,9;5;75;200
5,8;5,1;7;0,9;1,5;4,5;10,3;9,5;15,5;0,09;0,2;0,4;158;200;600;0,17;0,16;0,9;2;75;200
5,9;5,1;7;1,5;1,5;4,5;12,5;9,5;15,5;0,13;0,2;0,4;130;200;600;0,24;0,16;0,9;3;75;200
5,4;5,1;7;1,2;1,5;4,5;10,6;9,5;15,5;0,12;0,2;0,4;138;200;600;0,17;0,16;0,9;1;75;200
5;5,1;7;1,6;1,5;4,5;11,3;9,5;15,5;0,14;0,2;0,4;277;200;600;0,18;0,16;0,9;1;75;200
5,8;5,1;7;1,6;1,5;4,5;10,9;9,5;15,5;0,14;0,2;0,4;283;200;600;0,23;0,16;0,9;2;75;200
6,2;5,1;7;4,6;1,5;4,5;10,4;9,5;15,5;0,47;0,2;0,4;661;200;600;0,38;0,16;0,9;14;75;200
6;5,1;7;3,4;1,5;4,5;10,4;9,5;15,5;0,36;0,2;0,4;633;200;600;0,33;0,16;0,9;8;75;200
5,7;5,1;7;1,4;1,5;4,5;11,3;9,5;15,5;0,12;0,2;0,4;174;200;600;0,21;0,16;0,9;2;75;200
5,3;5,1;7;0,9;1,5;4,5;10,8;9,5;15,5;0,1;0,2;0,4;215;200;600;0,18;0,16;0,9;1;75;200
5,7;5,1;7;1,3;1,5;4,5;10,3;9,5;15,5;0,12;0,2;0,4;467;200;600;0,13;0,16;0,9;3;75;200
6;5,1;7;2,2;1,5;4,5;11,2;9,5;15,5;0,22;0,2;0,4;375;200;600;0,22;0,16;0,9;8;75;200
6,5;5,1;7;2;1,5;4,5;10,3;9,5;15,5;0,18;0,2;0,4;336;200;600;0,31;0,16;0,9;10;75;200
5,7;5,1;7;1,3;1,5;4,5;11,7;9,5;15,5;0,12;0,2;0,4;214;200;600;0,23;0,16;0,9;1;75;200
5,8;5,1;7;1,4;1,5;4,5;11,4;9,5;15,5;0,12;0,2;0,4;164;200;600;0,25;0,16;0,9;2;75;200
5,8;5,1;7;1,1;1,5;4,5;13,5;9,5;15,5;0,1;0,2;0,4;231;200;600;0,24;0,16;0,9;3;75;200
6;5,1;7;1,8;1,5;4,5;9,5;9,5;15,5;0,18;0,2;0,4;192;200;600;0,33;0,16;0,9;7;75;200
5,5;5,1;7;1,1;1,5;4,5;9,4;9,5;15,5;0,11;0,2;0,4;194;200;600;0,14;0,16;0,9;1;75;200
5,9;5,1;7;1,5;1,5;4,5;10;9,5;15,5;0,15;0,2;0,4;394;200;600;0,22;0,16;0,9;5;75;200
5,7;5,1;7;1,3;1,5;4,5;11,2;9,5;15,5;0,13;0,2;0,4;109;200;600;0,22;0,16;0,9;4;75;200
5,6;5,1;7;0,9;1,5;4,5;10,4;9,5;15,5;0,08;0,2;0,4;152;200;600;0,15;0,16;0,9;1;75;200
6,2;5,1;7;1,3;1,5;4,5;10,5;9,5;15,5;0,1;0,2;0,4;369;200;600;0,2;0,16;0,9;4;75;200
5,6;5,1;7;1,5;1,5;4,5;10,1;9,5;15,5;0,16;0,2;0,4;148;200;600;0,26;0,16;0,9;5;75;200
5,3;5,1;7;1,1;1,5;4,5;11,7;9,5;15,5;0,09;0,2;0,4;101;200;600;0,12;0,16;0,9;1;75;200
6,2;5,1;7;1;1,5;4,5;13,7;9,5;15,5;0,1;0,2;0,4;174;200;600;0,19;0,16;0,9;3;75;200
5,1;5,1;7;1,5;1,5;4,5;13,1;9,5;15,5;0,13;0,2;0,4;335;200;600;0,22;0,16;0,9;1;75;200
6,2;5,1;7;1,4;1,5;4,5;11,3;9,5;15,5;0,12;0,2;0,4;275;200;600;0,24;0,16;0,9;6;75;200
7,3;5,1;7;1,8;1,5;4,5;10,2;9,5;15,5;0,17;0,2;0,4;594;200;600;0,24;0,16;0,9;11;75;200
5,6;5,1;7;1,5;1,5;4,5;9,6;9,5;15,5;0,16;0,2;0,4;354;200;600;0,22;0,16;0,9;3;75;200
5,7;5,1;7;1,2;1,5;4,5;9,8;9,5;15,5;0,11;0,2;0,4;371;200;600;0,13;0,16;0,9;2;75;200
6,1;5,1;7;1,5;1,5;4,5;10,9;9,5;15,5;0,12;0,2;0,4;413;200;600;0,17;0,16;0,9;4;75;200
6,8;5,1;7;2,1;1,5;4,5;9,5;9,5;15,5;0,21;0,2;0,4;451;200;600;0,3;0,16;0,9;10;75;200
6,3;5,1;7;1,5;1,5;4,5;9,7;9,5;15,5;0,16;0,2;0,4;317;200;600;0,25;0,16;0,9;8;75;200
6,4;5,1;7;1,5;1,5;4,5;9,8;9,5;15,5;0,14;0,2;0,4;141;200;600;0,26;0,16;0,9;9;75;200
5,6;5,1;7;1,4;1,5;4,5;11,2;9,5;15,5;0,12;0,2;0,4;227;200;600;0,21;0,16;0,9;4;75;200
5,9;5,1;7;1,3;1,5;4,5;10,6;9,5;15,5;0,12;0,2;0,4;183;200;600;0,26;0,16;0,9;4;75;200
6,3;5,1;7;3,2;1,5;4,5;10,2;9,5;15,5;0,33;0,2;0,4;495;200;600;0,37;0,16;0,9;8;75;200
6;5,1;7;1,6;1,5;4,5;11;9,5;15,5;0,16;0,2;0,4;185;200;600;0,29;0,16;0,9;4;75;200
5,9;5,1;7;2,6;1,5;4,5;9,5;9,5;15,5;0,26;0,2;0,4;371;200;600;0,32;0,16;0,9;6;75;200
6,2;5,1;7;2,5;1,5;4,5;9,7;9,5;15,5;0,27;0,2;0,4;459;200;600;0,35;0,16;0,9;7;75;200
6,1;5,1;7;2,1;1,5;4,5;11;9,5;15,5;0,21;0,2;0,4;324;200;600;0,33;0,16;0,9;6;75;200
5,9;5,1;7;2,7;1,5;4,5;11,8;9,5;15,5;0,27;0,2;0,4;217;200;600;0,38;0,16;0,9;5;75;200
6,4;5,1;7;2,4;1,5;4,5;12,2;9,5;15,5;0,22;0,2;0,4;277;200;600;0,3;0,16;0,9;7;75;200
5,6;5,1;7;2,1;1,5;4,5;12;9,5;15,5;0,21;0,2;0,4;225;200;600;0,27;0,16;0,9;1;75;200
6,3;5,1;7;2,8;1,5;4,5;11,3;9,5;15,5;0,29;0,2;0,4;425;200;600;0,35;0,16;0,9;7;75;200
7;5,1;7;1,8;1,5;4,5;10,8;9,5;15,5;0,17;0,2;0,4;254;200;600;0,29;0,16;0,9;9;75;200
5,5;5,1;7;1,9;1,5;4,5;12,1;9,5;15,5;0,16;0,2;0,4;138;200;600;0,23;0,16;0,9;1;75;200
6,7;5,1;7;2,3;1,5;4,5;10,9;9,5;15,5;0,21;0,2;0,4;413;200;600;0,31;0,16;0,9;8;75;200
6,4;5,1;7;1,6;1,5;4,5;11,9;9,5;15,5;0,15;0,2;0,4;155;200;600;0,24;0,16;0,9;5;75;200
5,7;5,1;7;2,5;1,5;4,5;11,5;9,5;15,5;0,23;0,2;0,4;157;200;600;0,35;0,16;0,9;3;75;200
5,8;5,1;7;3,3;1,5;4,5;11,9;9,5;15,5;0,32;0,2;0,4;414;200;600;0,37;0,16;0,9;4;75;200
5,6;5,1;7;2,5;1,5;4,5;11,1;9,5;15,5;0,26;0,2;0,4;271;200;600;0,32;0,16;0,9;3;75;200
5,2;5,1;7;2;1,5;4,5;12,3;9,5;15,5;0,17;0,2;0,4;181;200;600;0,26;0,16;0,9;1;75;200
6,7;5,1;7;4,3;1,5;4,5;10,3;9,5;15,5;0,48;0,2;0,4;595;200;600;0,43;0,16;0,9;18;75;200
5,7;5,1;7;1,9;1,5;4,5;10,7;9,5;15,5;0,19;0,2;0,4;345;200;600;0,29;0,16;0,9;3;75;200
7,2;5,1;7;3;1,5;4,5;11;9,5;15,5;0,31;0,2;0,4;507;200;600;0,49;0,16;0,9;12;75;200
6,4;5,1;7;2,5;1,5;4,5;9,9;9,5;15,5;0,26;0,2;0,4;291;200;600;0,35;0,16;0,9;9;75;200
5,5;5,1;7;2,8;1,5;4,5;11,4;9,5;15,5;0,25;0,2;0,4;214;200;600;0,32;0,16;0,9;1;75;200
7,1;5,1;7;4,2;1,5;4,5;12,6;9,5;15,5;0,4;0,2;0,4;524;200;600;0,51;0,16;0,9;13;75;200
6,5;5,1;7;1,8;1,5;4,5;11,1;9,5;15,5;0,18;0,2;0,4;174;200;600;0,28;0,16;0,9;9;75;200
6,6;5,1;7;2,9;1,5;4,5;11,7;9,5;15,5;0,29;0,2;0,4;322;200;600;0,38;0,16;0,9;11;75;200
5,8;5,1;7;1,7;1,5;4,5;11,8;9,5;15,5;0,15;0,2;0,4;137;200;600;0,24;0,16;0,9;3;75;200
5,1;5,1;7;1,1;1,5;4,5;10,9;9,5;15,5;0,11;0,2;0,4;131;200;600;0,25;0,16;0,9;2;75;200
5,9;5,1;7;1,8;1,5;4,5;10,5;9,5;15,5;0,18;0,2;0,4;179;200;600;0,28;0,16;0,9;4;75;200
6,1;5,1;7;1,8;1,5;4,5;13;9,5;15,5;0,17;0,2;0,4;303;200;600;0,27;0,16;0,9;4;75;200
5,9;5,1;7;0,7;1,5;4,5;12,5;9,5;15,5;0,06;0,2;0,4;46;200;600;0,16;0,16;0,9;2;75;200
5,4;5,1;7;0,7;1,5;4,5;11,5;9,5;15,5;0,06;0,2;0,4;26;200;600;0,15;0,16;0,9;2;75;200
5,2;5,1;7;1,1;1,5;4,5;11,1;9,5;15,5;0,12;0,2;0,4;86;200;600;0,22;0,16;0,9;2;75;200
5,5;5,1;7;1,6;1,5;4,5;10,5;9,5;15,5;0,15;0,2;0,4;550;200;600;0,2;0,16;0,9;3;75;200
6,1;5,1;7;1;1,5;4,5;10,7;9,5;15,5;0,09;0,2;0,4;110;200;600;0,2;0,16;0,9;3;75;200
5,8;5,1;7;0,7;1,5;4,5;11,6;9,5;15,5;0,04;0,2;0,4;32;200;600;0,13;0,16;0,9;1;75;200
5,4;5,1;7;1;1,5;4,5;8,9;9,5;15,5;0,12;0,2;0,4;337;200;600;0,2;0,16;0,9;2;75;200
5,5;5,1;7;0,8;1,5;4,5;12;9,5;15,5;0,1;0,2;0,4;54;200;600;0,2;0,16;0,9;1;75;200
6;5,1;7;2,4;1,5;4,5;10,8;9,5;15,5;0,22;0,2;0,4;593;200;600;0,32;0,16;0,9;4;75;200
5,7;5,1;7;2;1,5;4,5;10,9;9,5;15,5;0,2;0,2;0,4;356;200;600;0,28;0,16;0,9;3;75;200
5,6;5,1;7;2,6;1,5;4,5;10,6;9,5;15,5;0,25;0,2;0,4;610;200;600;0,31;0,16;0,9;4;75;200
6,8;5,1;7;2,6;1,5;4,5;11,3;9,5;15,5;0,26;0,2;0,4;398;200;600;0,4;0,16;0,9;11;75;200
6;5,1;7;0,8;1,5;4,5;11,9;9,5;15,5;0,07;0,2;0,4;112;200;600;0,17;0,16;0,9;3;75;200
5,8;5,1;7;1,2;1,5;4,5;11,7;9,5;15,5;0,11;0,2;0,4;97;200;600;0,2;0,16;0,9;2;75;200
6,8;5,1;7;2,2;1,5;4,5;14,3;9,5;15,5;0,2;0,2;0,4;556;200;600;0,33;0,16;0,9;12;75;200
5,6;5,1;7;0,9;1,5;4,5;10,7;9,5;15,5;0,08;0,2;0,4;96;200;600;0,18;0,16;0,9;1;75;200
5,4;5,1;7;1,5;1,5;4,5;11,2;9,5;15,5;0,13;0,2;0,4;198;200;600;0,25;0,16;0,9;2;75;200
5,3;5,1;7;1;1,5;4,5;11,3;9,5;15,5;0,09;0,2;0,4;54;200;600;0,17;0,16;0,9;1;75;200
6,1;5,1;7;2,4;1,5;4,5;11,2;9,5;15,5;0,22;0,2;0,4;563;200;600;0,31;0,16;0,9;5;75;200
6,5;5,1;7;2,4;1,5;4,5;9,6;9,5;15,5;0,28;0,2;0,4;732;200;600;0,34;0,16;0,9;13;75;200
6,7;5,1;7;2,6;1,5;4,5;12,4;9,5;15,5;0,25;0,2;0,4;415;200;600;0,37;0,16;0,9;10;75;200
6,1;5,1;7;0,8;1,5;4,5;11,6;9,5;15,5;0,08;0,2;0,4;46;200;600;0,17;0,16;0,9;3;75;200
6,1;5,1;7;1,5;1,5;4,5;10,4;9,5;15,5;0,15;0,2;0,4;317;200;600;0,24;0,16;0,9;3;75;200
5,5;5,1;7;1,1;1,5;4,5;11,3;9,5;15,5;0,12;0,2;0,4;107;200;600;0,23;0,16;0,9;2;75;200
5,4;5,1;7;0,9;1,5;4,5;11,5;9,5;15,5;0,09;0,2;0,4;267;200;600;0,18;0,16;0,9;1;75;200
7;5,1;7;4,4;1,5;4,5;11,1;9,5;15,5;0,45;0,2;0,4;664;200;600;0,47;0,16;0,9;17;75;200
7,9;5,1;7;4,9;1,5;4,5;11,6;9,5;15,5;0,49;0,2;0,4;1075;200;600;0,48;0,16;0,9;16;75;200
6,7;5,1;7;2,9;1,5;4,5;10,1;9,5;15,5;0,28;0,2;0,4;564;200;600;0,35;0,16;0,9;13;75;200
5,6;5,1;7;1,9;1,5;4,5;11,9;9,5;15,5;0,18;0,2;0,4;294;200;600;0,23;0,16;0,9;2;75;200
6,5;5,1;7;2,2;1,5;4,5;12,6;9,5;15,5;0,18;0,2;0,4;252;200;600;0,3;0,16;0,9;7;75;200
5,4;5,1;7;1;1,5;4,5;10,9;9,5;15,5;0,1;0,2;0,4;58;200;600;0,16;0,16;0,9;1;75;200
6,1;5,1;7;1,5;1,5;4,5;11,8;9,5;15,5;0,13;0,2;0,4;98;200;600;0,23;0,16;0,9;3;75;200
6,4;5,1;7;2,4;1,5;4,5;11,5;9,5;15,5;0,23;0,2;0,4;498;200;600;0,33;0,16;0,9;9;75;200
6,2;5,1;7;2,4;1,5;4,5;10,1;9,5;15,5;0,25;0,2;0,4;378;200;600;0,33;0,16;0,9;7;75;200
7,1;5,1;7;3,5;1,5;4,5;12;9,5;15,5;0,39;0,2;0,4;666;200;600;0,5;0,16;0,9;16;75;200
6,4;5,1;7;2;1,5;4,5;12,1;9,5;15,5;0,19;0,2;0,4;363;200;600;0,3;0,16;0,9;7;75;200
6;5,1;7;3;1,5;4,5;12,5;9,5;15,5;0,3;0,2;0,4;354;200;600;0,4;0,16;0,9;6;75;200
6,5;5,1;7;4,3;1,5;4,5;12,1;9,5;15,5;0,38;0,2;0,4;625;200;600;0,43;0,16;0,9;13;75;200
7,7;5,1;7;3,7;1,5;4,5;11,5;9,5;15,5;0,35;0,2;0,4;920;200;600;0,47;0,16;0,9;11;75;200
6,4;5,1;7;3,5;1,5;4,5;14,3;9,5;15,5;0,33;0,2;0,4;590;200;600;0,4;0,16;0,9;12;75;200
7,2;5,1;7;2,6;1,5;4,5;9,4;9,5;15,5;0,3;0,2;0,4;733;200;600;0,44;0,16;0,9;15;75;200
7,5;5,1;7;4,8;1,5;4,5;12,5;9,5;15,5;0,46;0,2;0,4;626;200;600;0,49;0,16;0,9;15;75;200
5,3;5,1;7;3,4;1,5;4,5;14,6;9,5;15,5;0,28;0,2;0,4;537;200;600;0,21;0,16;0,9;1;75;200
6,8;5,1;7;2,8;1,5;4,5;13,2;9,5;15,5;0,26;0,2;0,4;559;200;600;0,41;0,16;0,9;13;75;200
5,7;5,1;7;2,4;1,5;4,5;11,9;9,5;15,5;0,25;0,2;0,4;559;200;600;0,29;0,16;0,9;5;75;200
5,4;5,1;7;1,8;1,5;4,5;11,8;9,5;15,5;0,16;0,2;0,4;333;200;600;0,23;0,16;0,9;1;75;200
6,1;5,1;7;3;1,5;4,5;12,7;9,5;15,5;0,28;0,2;0,4;464;200;600;0,28;0,16;0,9;6;75;200
5,2;5,1;7;2,8;1,5;4,5;11,6;9,5;15,5;0,27;0,2;0,4;531;200;600;0,28;0,16;0,9;1;75;200
6,9;5,1;7;1,4;1,5;4,5;8,8;9,5;15,5;0,15;0,2;0,4;167;200;600;0,28;0,16;0,9;9;75;200
7,9;5,1;7;3,9;1,5;4,5;9,8;9,5;15,5;0,42;0,2;0,4;850;200;600;0,5;0,16;0,9;14;75;200
6,6;5,1;7;2,8;1,5;4,5;11,8;9,5;15,5;0,27;0,2;0,4;297;200;600;0,39;0,16;0,9;10;75;200
6,3;5,1;7;3,7;1,5;4,5;10,6;9,5;15,5;0,39;0,2;0,4;488;200;600;0,37;0,16;0,9;14;75;200
6,5;5,1;7;2,6;1,5;4,5;10,4;9,5;15,5;0,28;0,2;0,4;451;200;600;0,36;0,16;0,9;9;75;200
6,4;5,1;7;3,2;1,5;4,5;11,4;9,5;15,5;0,3;0,2;0,4;507;200;600;0,36;0,16;0,9;11;75;200
6,8;5,1;7;2,5;1,5;4,5;11;9,5;15,5;0,25;0,2;0,4;305;200;600;0,35;0,16;0,9;11;75;200
6,1;5,1;7;1,4;1,5;4,5;12,5;9,5;15,5;0,13;0,2;0,4;161;200;600;0,23;0,16;0,9;4;75;200
6,8;5,1;7;2,7;1,5;4,5;11;9,5;15,5;0,26;0,2;0,4;473;200;600;0,4;0,16;0,9;11;75;200
7,2;5,1;7;2,9;1,5;4,5;9,7;9,5;15,5;0,34;0,2;0,4;638;200;600;0,44;0,16;0,9;11;75;200
6,4;5,1;7;1,3;1,5;4,5;10,3;9,5;15,5;0,13;0,2;0,4;161;200;600;0,21;0,16;0,9;5;75;200
5,9;5,1;7;1,8;1,5;4,5;10,4;9,5;15,5;0,18;0,2;0,4;200;200;600;0,28;0,16;0,9;6;75;200
6,5;5,1;7;1,4;1,5;4,5;10,4;9,5;15,5;0,13;0,2;0,4;130;200;600;0,25;0,16;0,9;5;75;200
7,2;5,1;7;4;1,5;4,5;9,1;9,5;15,5;0,45;0,2;0,4;875;200;600;0,5;0,16;0,9;15;75;200
5,4;5,1;7;1,7;1,5;4,5;10,7;9,5;15,5;0,17;0,2;0,4;390;200;600;0,19;0,16;0,9;2;75;200
6,2;5,1;7;3,2;1,5;4,5;10,8;9,5;15,5;0,3;0,2;0,4;552;200;600;0,3;0,16;0,9;10;75;200
7,4;5,1;7;4,3;1,5;4,5;10,5;9,5;15,5;0,45;0,2;0,4;783;200;600;0,47;0,16;0,9;16;75;200
6,7;5,1;7;1,3;1,5;4,5;10,7;9,5;15,5;0,14;0,2;0,4;173;200;600;0,26;0,16;0,9;6;75;200
6,8;5,1;7;3,3;1,5;4,5;11,3;9,5;15,5;0,35;0,2;0,4;637;200;600;0,37;0,16;0,9;14;75;200
7,9;5,1;7;2;1,5;4,5;10,5;9,5;15,5;0,23;0,2;0,4;497;200;600;0,37;0,16;0,9;8;75;200
5,8;5,1;7;2,8;1,5;4,5;11,9;9,5;15,5;0,29;0,2;0,4;329;200;600;0,31;0,16;0,9;3;75;200
5,8;5,1;7;3,9;1,5;4,5;11,2;9,5;15,5;0,41;0,2;0,4;612;200;600;0,27;0,16;0,9;8;75;200
7,4;5,1;7;3,4;1,5;4,5;10;9,5;15,5;0,38;0,2;0,4;673;200;600;0,36;0,16;0,9;14;75;200
6,6;5,1;7;2,5;1,5;4,5;9;9,5;15,5;0,28;0,2;0,4;637;200;600;0,33;0,16;0,9;11;75;200
