pH (eau);pH (eau)_Min;pH (eau)_Max;Carbone organique;Carbone organique_Min;Carbone organique_Max;ratio C/N;ratio C/N_Min;ratio C/N_Max;Azote total;Azote total_Min;Azote total_Max;Phosphore total;Phosphore total_Min;Phosphore total_Max;Bore (eau chaude);Bore (eau chaude)_Min;Bore (eau chaude)_Max;Capacité d'échange cationique;Capacité d'échange cationique_Min;Capacité d'échange cationique_Max
6,3;5,1;7;1,5;1,5;4,5;9,6;9,5;15,5;0,14;0,2;0,4;157;200;600;0,25;0,16;0,9;4;75;200
6,3;5,1;7;1,7;1,5;4,5;10,6;9,5;15,5;0,13;0,2;0,4;278;200;600;0,22;0,16;0,9;4;75;200
7;5,1;7;2,6;1,5;4,5;10;9,5;15,5;0,22;0,2;0,4;418;200;600;0,35;0,16;0,9;6;75;200
6,2;5,1;7;1;1,5;4,5;10,6;9,5;15,5;0,11;0,2;0,4;114;200;600;0,21;0,16;0,9;3;75;200
6,5;5,1;7;1,7;1,5;4,5;10,3;9,5;15,5;0,15;0,2;0,4;353;200;600;0,26;0,16;0,9;10;75;200
6,5;5,1;7;1,5;1,5;4,5;9,9;9,5;15,5;0,13;0,2;0,4;250;200;600;0,27;0,16;0,9;6;75;200
6,5;5,1;7;2,3;1,5;4,5;9,9;9,5;15,5;0,16;0,2;0,4;351;200;600;0,3;0,16;0,9;7;75;200
6,8;5,1;7;1,4;1,5;4,5;11,8;9,5;15,5;0,11;0,2;0,4;105;200;600;0,2;0,16;0,9;8;75;200
6,4;5,1;7;1,3;1,5;4,5;10,4;9,5;15,5;0,12;0,2;0,4;135;200;600;0,27;0,16;0,9;7;75;200
5,6;5,1;7;1,2;1,5;4,5;10,5;9,5;15,5;0,12;0,2;0,4;112;200;600;0,19;0,16;0,9;1;75;200
6,5;5,1;7;1,2;1,5;4,5;10,8;9,5;15,5;0,12;0,2;0,4;269;200;600;0,15;0,16;0,9;8;75;200
6;5,1;7;1,5;1,5;4,5;11;9,5;15,5;0,14;0,2;0,4;138;200;600;0,25;0,16;0,9;4;75;200
6,6;5,1;7;1,2;1,5;4,5;11,2;9,5;15,5;0,12;0,2;0,4;124;200;600;0,25;0,16;0,9;7;75;200
6,7;5,1;7;1,4;1,5;4,5;10,2;9,5;15,5;0,12;0,2;0,4;191;200;600;0,12;0,16;0,9;10;75;200
6,2;5,1;7;1,3;1,5;4,5;11,5;9,5;15,5;0,11;0,2;0,4;126;200;600;0,21;0,16;0,9;5;75;200
6,8;5,1;7;1,4;1,5;4,5;10,9;9,5;15,5;0,12;0,2;0,4;285;200;600;0,17;0,16;0,9;10;75;200
6,8;5,1;7;1,1;1,5;4,5;10;9,5;15,5;0,11;0,2;0,4;132;200;600;0,16;0,16;0,9;7;75;200
6,7;5,1;7;1,3;1,5;4,5;11;9,5;15,5;0,13;0,2;0,4;217;200;600;0,17;0,16;0,9;11;75;200
6,2;5,1;7;1,1;1,5;4,5;10,8;9,5;15,5;0,1;0,2;0,4;72;200;600;0,16;0,16;0,9;4;75;200
6,8;5,1;7;1,1;1,5;4,5;10,6;9,5;15,5;0,11;0,2;0,4;112;200;600;0,16;0,16;0,9;7;75;200
6,3;5,1;7;1,3;1,5;4,5;10,5;9,5;15,5;0,11;0,2;0,4;142;200;600;0,25;0,16;0,9;6;75;200
6,6;5,1;7;1;1,5;4,5;10,8;9,5;15,5;0,11;0,2;0,4;127;200;600;0,23;0,16;0,9;5;75;200
6,2;5,1;7;0,8;1,5;4,5;12,1;9,5;15,5;0,07;0,2;0,4;36;200;600;0,15;0,16;0,9;4;75;200
6,2;5,1;7;2,7;1,5;4,5;11,4;9,5;15,5;0,25;0,2;0,4;296;200;600;0,32;0,16;0,9;5;75;200
6,5;5,1;7;0,8;1,5;4,5;13,2;9,5;15,5;0,06;0,2;0,4;23;200;600;0,18;0,16;0,9;2;75;200
5,5;5,1;7;1,2;1,5;4,5;10,1;9,5;15,5;0,1;0,2;0,4;39;200;600;0,18;0,16;0,9;3;75;200
6,2;5,1;7;2;1,5;4,5;11,6;9,5;15,5;0,16;0,2;0,4;348;200;600;0,23;0,16;0,9;4;75;200
6,2;5,1;7;2,3;1,5;4,5;11,6;9,5;15,5;0,17;0,2;0,4;404;200;600;0,22;0,16;0,9;5;75;200
6,2;5,1;7;1,8;1,5;4,5;10,9;9,5;15,5;0,15;0,2;0,4;305;200;600;0,26;0,16;0,9;4;75;200
6,2;5,1;7;0,9;1,5;4,5;12,8;9,5;15,5;0,07;0,2;0,4;100;200;600;0,22;0,16;0,9;3;75;200
6,2;5,1;7;1,7;1,5;4,5;11,4;9,5;15,5;0,14;0,2;0,4;401;200;600;0,23;0,16;0,9;3;75;200
5,9;5,1;7;0,8;1,5;4,5;11,5;9,5;15,5;0,06;0,2;0,4;10;200;600;0,16;0,16;0,9;2;75;200
5,7;5,1;7;1,2;1,5;4,5;10,5;9,5;15,5;0,11;0,2;0,4;151;200;600;0,19;0,16;0,9;2;75;200
6,2;5,1;7;1,3;1,5;4,5;10,1;9,5;15,5;0,12;0,2;0,4;158;200;600;0,24;0,16;0,9;5;75;200
5,8;5,1;7;1;1,5;4,5;13,1;9,5;15,5;0,08;0,2;0,4;161;200;600;0,16;0,16;0,9;1;75;200
5,9;5,1;7;1,7;1,5;4,5;11,6;9,5;15,5;0,14;0,2;0,4;133;200;600;0,22;0,16;0,9;3;75;200
6,3;5,1;7;0,4;1,5;4,5;13,9;9,5;15,5;0,03;0,2;0,4;79;200;600;0,15;0,16;0,9;2;75;200
6,2;5,1;7;3,3;1,5;4,5;12;9,5;15,5;0,3;0,2;0,4;458;200;600;0,34;0,16;0,9;7;75;200
6,3;5,1;7;1,9;1,5;4,5;10,1;9,5;15,5;0,17;0,2;0,4;369;200;600;0,28;0,16;0,9;6;75;200
5,8;5,1;7;1,9;1,5;4,5;11,4;9,5;15,5;0,15;0,2;0,4;205;200;600;0,26;0,16;0,9;3;75;200
6,6;5,1;7;2,2;1,5;4,5;10,4;9,5;15,5;0,2;0,2;0,4;499;200;600;0,31;0,16;0,9;7;75;200
6,5;5,1;7;1;1,5;4,5;11,1;9,5;15,5;0,08;0,2;0,4;86;200;600;0,19;0,16;0,9;4;75;200
5,9;5,1;7;0,8;1,5;4,5;12,5;9,5;15,5;0,06;0,2;0,4;10;200;600;0,2;0,16;0,9;2;75;200
5,6;5,1;7;1,1;1,5;4,5;12,6;9,5;15,5;0,09;0,2;0,4;110;200;600;0,17;0,16;0,9;1;75;200
5,8;5,1;7;1,1;1,5;4,5;12,3;9,5;15,5;0,1;0,2;0,4;105;200;600;0,17;0,16;0,9;1;75;200
6;5,1;7;1,8;1,5;4,5;11,7;9,5;15,5;0,14;0,2;0,4;248;200;600;0,24;0,16;0,9;3;75;200
6;5,1;7;1,5;1,5;4,5;12,4;9,5;15,5;0,13;0,2;0,4;136;200;600;0,22;0,16;0,9;3;75;200
5,9;5,1;7;1,4;1,5;4,5;12,6;9,5;15,5;0,12;0,2;0,4;166;200;600;0,19;0,16;0,9;1;75;200
5,9;5,1;7;1,1;1,5;4,5;13,4;9,5;15,5;0,1;0,2;0,4;135;200;600;0,19;0,16;0,9;1;75;200
6;5,1;7;1,6;1,5;4,5;11,8;9,5;15,5;0,14;0,2;0,4;199;200;600;0,23;0,16;0,9;2;75;200
5,7;5,1;7;1,1;1,5;4,5;11;9,5;15,5;0,1;0,2;0,4;92;200;600;0,18;0,16;0,9;2;75;200
5,9;5,1;7;1,1;1,5;4,5;13,3;9,5;15,5;0,09;0,2;0,4;111;200;600;0,18;0,16;0,9;1;75;200
5,3;5,1;7;1;1,5;4,5;10,8;9,5;15,5;0,1;0,2;0,4;99;200;600;0,17;0,16;0,9;1;75;200
5,9;5,1;7;2;1,5;4,5;12,5;9,5;15,5;0,15;0,2;0,4;40;200;600;0,23;0,16;0,9;1;75;200
6;5,1;7;1,1;1,5;4,5;11,8;9,5;15,5;0,09;0,2;0,4;96;200;600;0,22;0,16;0,9;2;75;200
5,8;5,1;7;1,1;1,5;4,5;12,3;9,5;15,5;0,09;0,2;0,4;39;200;600;0,16;0,16;0,9;1;75;200
6,1;5,1;7;2;1,5;4,5;14,5;9,5;15,5;0,14;0,2;0,4;142;200;600;0,26;0,16;0,9;2;75;200
6;5,1;7;2,3;1,5;4,5;10,7;9,5;15,5;0,19;0,2;0,4;322;200;600;0,29;0,16;0,9;4;75;200
6,1;5,1;7;1,5;1,5;4,5;13,5;9,5;15,5;0,13;0,2;0,4;197;200;600;0,23;0,16;0,9;2;75;200
6,2;5,1;7;1,2;1,5;4,5;12,6;9,5;15,5;0,11;0,2;0,4;101;200;600;0,2;0,16;0,9;3;75;200
6,8;5,1;7;2,7;1,5;4,5;11,1;9,5;15,5;0,2;0,2;0,4;361;200;600;0,34;0,16;0,9;8;75;200
6,3;5,1;7;2,2;1,5;4,5;12,1;9,5;15,5;0,16;0,2;0,4;321;200;600;0,23;0,16;0,9;4;75;200
5,8;5,1;7;0,8;1,5;4,5;12,9;9,5;15,5;0,07;0,2;0,4;95;200;600;0,17;0,16;0,9;1;75;200
6,4;5,1;7;3,1;1,5;4,5;11,4;9,5;15,5;0,24;0,2;0,4;357;200;600;0,35;0,16;0,9;5;75;200
6,1;5,1;7;2;1,5;4,5;11,5;9,5;15,5;0,14;0,2;0,4;61;200;600;0,24;0,16;0,9;2;75;200
6,2;5,1;7;0,8;1,5;4,5;12,9;9,5;15,5;0,06;0,2;0,4;56;200;600;0,18;0,16;0,9;2;75;200
6,3;5,1;7;1,2;1,5;4,5;12,3;9,5;15,5;0,1;0,2;0,4;159;200;600;0,23;0,16;0,9;3;75;200
5,8;5,1;7;1,5;1,5;4,5;13,3;9,5;15,5;0,11;0,2;0,4;215;200;600;0,19;0,16;0,9;1;75;200
6,3;5,1;7;2,5;1,5;4,5;10,7;9,5;15,5;0,21;0,2;0,4;213;200;600;0,29;0,16;0,9;4;75;200
6,1;5,1;7;1,3;1,5;4,5;11,4;9,5;15,5;0,11;0,2;0,4;28;200;600;0,19;0,16;0,9;2;75;200
5,9;5,1;7;1,4;1,5;4,5;13,1;9,5;15,5;0,12;0,2;0,4;138;200;600;0,21;0,16;0,9;1;75;200
5,9;5,1;7;1,3;1,5;4,5;11,6;9,5;15,5;0,11;0,2;0,4;118;200;600;0,18;0,16;0,9;2;75;200
6,1;5,1;7;2,9;1,5;4,5;12,5;9,5;15,5;0,2;0,2;0,4;153;200;600;0,22;0,16;0,9;1;75;200
5,3;5,1;7;0,7;1,5;4,5;12;9,5;15,5;0,05;0,2;0,4;112;200;600;0,13;0,16;0,9;1;75;200
6,6;5,1;7;1,2;1,5;4,5;11,5;9,5;15,5;0,09;0,2;0,4;286;200;600;0,2;0,16;0,9;5;75;200
6,8;5,1;7;1,6;1,5;4,5;11;9,5;15,5;0,17;0,2;0,4;39;200;600;0,14;0,16;0,9;9;75;200
6,5;5,1;7;2,7;1,5;4,5;11,6;9,5;15,5;0,26;0,2;0,4;515;200;600;0,26;0,16;0,9;9;75;200
5,9;5,1;7;1,1;1,5;4,5;11,5;9,5;15,5;0,08;0,2;0,4;333;200;600;0,14;0,16;0,9;1;75;200
5,5;5,1;7;1;1,5;4,5;11,8;9,5;15,5;0,08;0,2;0,4;280;200;600;0,14;0,16;0,9;1;75;200
5,7;5,1;7;0,9;1,5;4,5;10,3;9,5;15,5;0,06;0,2;0,4;239;200;600;0,13;0,16;0,9;1;75;200
6,6;5,1;7;1,5;1,5;4,5;10,3;9,5;15,5;0,13;0,2;0,4;10;200;600;0,24;0,16;0,9;7;75;200
6,2;5,1;7;1,5;1,5;4,5;10,5;9,5;15,5;0,14;0,2;0,4;57;200;600;0,22;0,16;0,9;6;75;200
5,6;5,1;7;2,2;1,5;4,5;11,7;9,5;15,5;0,19;0,2;0,4;357;200;600;0,23;0,16;0,9;1;75;200
6,9;5,1;7;1,6;1,5;4,5;10,8;9,5;15,5;0,14;0,2;0,4;404;200;600;0,24;0,16;0,9;7;75;200
6,5;5,1;7;1,7;1,5;4,5;11,2;9,5;15,5;0,15;0,2;0,4;10;200;600;0,24;0,16;0,9;5;75;200
6,3;5,1;7;0,6;1,5;4,5;12,3;9,5;15,5;0,06;0,2;0,4;10;200;600;0,12;0,16;0,9;6;75;200
6,4;5,1;7;1,7;1,5;4,5;11,6;9,5;15,5;0,13;0,2;0,4;383;200;600;0,19;0,16;0,9;3;75;200
6,6;5,1;7;2,2;1,5;4,5;11,2;9,5;15,5;0,16;0,2;0,4;364;200;600;0,23;0,16;0,9;6;75;200
6;5,1;7;1;1,5;4,5;11,9;9,5;15,5;0,06;0,2;0,4;263;200;600;0,16;0,16;0,9;1;75;200
6,1;5,1;7;1,7;1,5;4,5;10,9;9,5;15,5;0,15;0,2;0,4;211;200;600;0,25;0,16;0,9;3;75;200
6;5,1;7;1;1,5;4,5;10,8;9,5;15,5;0,07;0,2;0,4;299;200;600;0,16;0,16;0,9;1;75;200
6,6;5,1;7;1,6;1,5;4,5;12;9,5;15,5;0,13;0,2;0,4;257;200;600;0,24;0,16;0,9;4;75;200
6,8;5,1;7;2,3;1,5;4,5;10,3;9,5;15,5;0,22;0,2;0,4;497;200;600;0,24;0,16;0,9;10;75;200
6,7;5,1;7;1,6;1,5;4,5;11,2;9,5;15,5;0,15;0,2;0,4;57;200;600;0,22;0,16;0,9;8;75;200
7;5,1;7;4,1;1,5;4,5;10,8;9,5;15,5;0,36;0,2;0,4;475;200;600;0,38;0,16;0,9;15;75;200
6,1;5,1;7;1,2;1,5;4,5;11,8;9,5;15,5;0,08;0,2;0,4;329;200;600;0,16;0,16;0,9;1;75;200
5,8;5,1;7;1,2;1,5;4,5;12,2;9,5;15,5;0,08;0,2;0,4;350;200;600;0,16;0,16;0,9;1;75;200
6,3;5,1;7;1,9;1,5;4,5;12,1;9,5;15,5;0,14;0,2;0,4;335;200;600;0,24;0,16;0,9;3;75;200
6,2;5,1;7;0,8;1,5;4,5;10,1;9,5;15,5;0,06;0,2;0,4;288;200;600;0,14;0,16;0,9;1;75;200
6,7;5,1;7;2,1;1,5;4,5;11,4;9,5;15,5;0,17;0,2;0,4;389;200;600;0,28;0,16;0,9;6;75;200
5,8;5,1;7;1,1;1,5;4,5;11,1;9,5;15,5;0,07;0,2;0,4;352;200;600;0,16;0,16;0,9;1;75;200
5,9;5,1;7;1,8;1,5;4,5;11,8;9,5;15,5;0,15;0,2;0,4;291;200;600;0,18;0,16;0,9;1;75;200
6,2;5,1;7;1;1,5;4,5;12;9,5;15,5;0,08;0,2;0,4;190;200;600;0,18;0,16;0,9;2;75;200
6,1;5,1;7;2;1,5;4,5;10,9;9,5;15,5;0,15;0,2;0,4;397;200;600;0,24;0,16;0,9;3;75;200
5,5;5,1;7;1,4;1,5;4,5;11,4;9,5;15,5;0,13;0,2;0,4;313;200;600;0,21;0,16;0,9;1;75;200
6,7;5,1;7;2,3;1,5;4,5;10,3;9,5;15,5;0,2;0,2;0,4;374;200;600;0,33;0,16;0,9;9;75;200
5,6;5,1;7;1,4;1,5;4,5;10,7;9,5;15,5;0,12;0,2;0,4;198;200;600;0,19;0,16;0,9;1;75;200
5,8;5,1;7;0,8;1,5;4,5;10,1;9,5;15,5;0,07;0,2;0,4;150;200;600;0,12;0,16;0,9;1;75;200
6,1;5,1;7;1,3;1,5;4,5;9,2;9,5;15,5;0,13;0,2;0,4;297;200;600;0,21;0,16;0,9;5;75;200
6,6;5,1;7;3,3;1,5;4,5;10;9,5;15,5;0,33;0,2;0,4;778;200;600;0,34;0,16;0,9;17;75;200
5,9;5,1;7;1,1;1,5;4,5;11;9,5;15,5;0,09;0,2;0,4;158;200;600;0,18;0,16;0,9;1;75;200
5;5,1;7;1,2;1,5;4,5;12,3;9,5;15,5;0,09;0,2;0,4;159;200;600;0,16;0,16;0,9;1;75;200
5,9;5,1;7;1,3;1,5;4,5;11,9;9,5;15,5;0,11;0,2;0,4;283;200;600;0,18;0,16;0,9;3;75;200
6,5;5,1;7;1,6;1,5;4,5;11,4;9,5;15,5;0,14;0,2;0,4;121;200;600;0,31;0,16;0,9;7;75;200
6,4;5,1;7;1,4;1,5;4,5;10,4;9,5;15,5;0,12;0,2;0,4;100;200;600;0,27;0,16;0,9;5;75;200
5,9;5,1;7;1,5;1,5;4,5;11,4;9,5;15,5;0,12;0,2;0,4;296;200;600;0,24;0,16;0,9;2;75;200
5,8;5,1;7;3,9;1,5;4,5;11;9,5;15,5;0,42;0,2;0,4;829;200;600;0,37;0,16;0,9;14;75;200
6,9;5,1;7;2;1,5;4,5;9,4;9,5;15,5;0,15;0,2;0,4;463;200;600;0,34;0,16;0,9;8;75;200
5,3;5,1;7;1,6;1,5;4,5;11,5;9,5;15,5;0,13;0,2;0,4;244;200;600;0,2;0,16;0,9;1;75;200
5,2;5,1;7;2,1;1,5;4,5;12,5;9,5;15,5;0,18;0,2;0,4;321;200;600;0,2;0,16;0,9;1;75;200
6,1;5,1;7;2,2;1,5;4,5;9,9;9,5;15,5;0,2;0,2;0,4;637;200;600;0,28;0,16;0,9;4;75;200
7,4;5,1;7;1,5;1,5;4,5;11,4;9,5;15,5;0,13;0,2;0,4;328;200;600;0,27;0,16;0,9;5;75;200
5,2;5,1;7;2;1,5;4,5;11,7;9,5;15,5;0,18;0,2;0,4;482;200;600;0,22;0,16;0,9;1;75;200
5,7;5,1;7;0,8;1,5;4,5;10,5;9,5;15,5;0,06;0,2;0,4;50;200;600;0,1;0,16;0,9;1;75;200
6;5,1;7;1,1;1,5;4,5;12,5;9,5;15,5;0,09;0,2;0,4;173;200;600;0,18;0,16;0,9;1;75;200
5,6;5,1;7;0,7;1,5;4,5;12,3;9,5;15,5;0,05;0,2;0,4;10;200;600;0,14;0,16;0,9;1;75;200
5,7;5,1;7;1;1,5;4,5;11,4;9,5;15,5;0,09;0,2;0,4;305;200;600;0,18;0,16;0,9;1;75;200
5,4;5,1;7;1,5;1,5;4,5;11,5;9,5;15,5;0,14;0,2;0,4;371;200;600;0,19;0,16;0,9;1;75;200
5,8;5,1;7;0,9;1,5;4,5;12,4;9,5;15,5;0,08;0,2;0,4;112;200;600;0,16;0,16;0,9;1;75;200
6,1;5,1;7;1,1;1,5;4,5;10,1;9,5;15,5;0,11;0,2;0,4;196;200;600;0,21;0,16;0,9;4;75;200
6,2;5,1;7;1,4;1,5;4,5;9,3;9,5;15,5;0,13;0,2;0,4;159;200;600;0,24;0,16;0,9;6;75;200
6,2;5,1;7;1;1,5;4,5;10,4;9,5;15,5;0,13;0,2;0,4;125;200;600;0,21;0,16;0,9;10;75;200
6;5,1;7;1;1,5;4,5;10,8;9,5;15,5;0,09;0,2;0,4;97;200;600;0,18;0,16;0,9;3;75;200
6,4;5,1;7;1,7;1,5;4,5;8,9;9,5;15,5;0,16;0,2;0,4;469;200;600;0,31;0,16;0,9;13;75;200
6,3;5,1;7;1,4;1,5;4,5;9,8;9,5;15,5;0,12;0,2;0,4;415;200;600;0,27;0,16;0,9;8;75;200
6,3;5,1;7;1,4;1,5;4,5;10,7;9,5;15,5;0,12;0,2;0,4;157;200;600;0,22;0,16;0,9;5;75;200
6,2;5,1;7;1,1;1,5;4,5;9,7;9,5;15,5;0,1;0,2;0,4;125;200;600;0,21;0,16;0,9;4;75;200
6;5,1;7;1,9;1,5;4,5;9,2;9,5;15,5;0,19;0,2;0,4;393;200;600;0,25;0,16;0,9;8;75;200
6,3;5,1;7;1,3;1,5;4,5;11,2;9,5;15,5;0,12;0,2;0,4;177;200;600;0,2;0,16;0,9;6;75;200
5,9;5,1;7;1,2;1,5;4,5;11,5;9,5;15,5;0,13;0,2;0,4;193;200;600;0,15;0,16;0,9;7;75;200
5,8;5,1;7;1,2;1,5;4,5;11;9,5;15,5;0,11;0,2;0,4;198;200;600;0,2;0,16;0,9;3;75;200
5,8;5,1;7;1;1,5;4,5;11,7;9,5;15,5;0,11;0,2;0,4;302;200;600;0,16;0,16;0,9;6;75;200
6,5;5,1;7;2;1,5;4,5;9,6;9,5;15,5;0,18;0,2;0,4;297;200;600;0,28;0,16;0,9;8;75;200
5,1;5,1;7;1,2;1,5;4,5;10,3;9,5;15,5;0,14;0,2;0,4;246;200;600;0,1;0,16;0,9;3;75;200
6,4;5,1;7;1,1;1,5;4,5;9,4;9,5;15,5;0,11;0,2;0,4;133;200;600;0,22;0,16;0,9;5;75;200
6,2;5,1;7;1;1,5;4,5;10,4;9,5;15,5;0,1;0,2;0,4;66;200;600;0,17;0,16;0,9;3;75;200
6,5;5,1;7;1,3;1,5;4,5;9,8;9,5;15,5;0,13;0,2;0,4;75;200;600;0,3;0,16;0,9;10;75;200
6,4;5,1;7;1,6;1,5;4,5;10,4;9,5;15,5;0,15;0,2;0,4;276;200;600;0,27;0,16;0,9;7;75;200
6,2;5,1;7;1,7;1,5;4,5;10,4;9,5;15,5;0,15;0,2;0,4;223;200;600;0,25;0,16;0,9;6;75;200
6,4;5,1;7;0,8;1,5;4,5;13,3;9,5;15,5;0,06;0,2;0,4;34;200;600;0,22;0,16;0,9;3;75;200
6;5,1;7;1,3;1,5;4,5;10,9;9,5;15,5;0,12;0,2;0,4;174;200;600;0,22;0,16;0,9;5;75;200
6,6;5,1;7;1;1,5;4,5;10,1;9,5;15,5;0,09;0,2;0,4;207;200;600;0,22;0,16;0,9;4;75;200
6;5,1;7;1,1;1,5;4,5;11,1;9,5;15,5;0,09;0,2;0,4;123;200;600;0,21;0,16;0,9;3;75;200
6,3;5,1;7;1,5;1,5;4,5;9,4;9,5;15,5;0,14;0,2;0,4;216;200;600;0,27;0,16;0,9;5;75;200
5,8;5,1;7;1;1,5;4,5;11,3;9,5;15,5;0,09;0,2;0,4;60;200;600;0,19;0,16;0,9;2;75;200
5,7;5,1;7;1,1;1,5;4,5;11,1;9,5;15,5;0,11;0,2;0,4;99;200;600;0,19;0,16;0,9;4;75;200
6,1;5,1;7;1,7;1,5;4,5;9,9;9,5;15,5;0,16;0,2;0,4;194;200;600;0,23;0,16;0,9;6;75;200
6,3;5,1;7;1,6;1,5;4,5;10,8;9,5;15,5;0,14;0,2;0,4;250;200;600;0,27;0,16;0,9;5;75;200
6,3;5,1;7;1;1,5;4,5;9,8;9,5;15,5;0,09;0,2;0,4;72;200;600;0,2;0,16;0,9;4;75;200
5,8;5,1;7;1,5;1,5;4,5;10,8;9,5;15,5;0,13;0,2;0,4;301;200;600;0,22;0,16;0,9;4;75;200
5,9;5,1;7;1,4;1,5;4,5;11,3;9,5;15,5;0,13;0,2;0,4;142;200;600;0,2;0,16;0,9;3;75;200
5,6;5,1;7;1;1,5;4,5;10,3;9,5;15,5;0,09;0,2;0,4;61;200;600;0,16;0,16;0,9;1;75;200
6,5;5,1;7;2,4;1,5;4,5;10,3;9,5;15,5;0,22;0,2;0,4;503;200;600;0,34;0,16;0,9;10;75;200
