pH (eau);pH (eau)_Min;pH (eau)_Max;Carbone organique;Carbone organique_Min;Carbone organique_Max;ratio C/N;ratio C/N_Min;ratio C/N_Max;Azote total;Azote total_Min;Azote total_Max;Phosphore total;Phosphore total_Min;Phosphore total_Max;Bore (eau chaude);Bore (eau chaude)_Min;Bore (eau chaude)_Max;Capacité d'échange cationique;Capacité d'échange cationique_Min;Capacité d'échange cationique_Max
6,9;5,1;7;1,2;1,5;4,5;11,5;9,5;15,5;0,11;0,2;0,4;663;200;600;0,2;0,16;0,9;9;75;200
5;5,1;7;1,1;1,5;4,5;11,2;9,5;15,5;0,09;0,2;0,4;74;200;600;0,15;0,16;0,9;1;75;200
6,2;5,1;7;1,4;1,5;4,5;11,3;9,5;15,5;0,12;0,2;0,4;218;200;600;0,23;0,16;0,9;3;75;200
5,1;5,1;7;0,6;1,5;4,5;10;9,5;15,5;0,05;0,2;0,4;180;200;600;0,3;0,16;0,9;1;75;200
5,6;5,1;7;1,6;1,5;4,5;13;9,5;15,5;0,12;0,2;0,4;217;200;600;0,2;0,16;0,9;1;75;200
5,4;5,1;7;1,4;1,5;4,5;11,1;9,5;15,5;0,12;0,2;0,4;339;200;600;0,17;0,16;0,9;1;75;200
5,5;5,1;7;1,1;1,5;4,5;11,3;9,5;15,5;0,09;0,2;0,4;85;200;600;0,14;0,16;0,9;1;75;200
6,1;5,1;7;2;1,5;4,5;10,7;9,5;15,5;0,16;0,2;0,4;495;200;600;0,27;0,16;0,9;4;75;200
6,4;5,1;7;1,1;1,5;4,5;12,1;9,5;15,5;0,1;0,2;0,4;177;200;600;0,2;0,16;0,9;4;75;200
5,7;5,1;7;3,2;1,5;4,5;11,3;9,5;15,5;0,28;0,2;0,4;509;200;600;0,3;0,16;0,9;2;75;200
6,8;5,1;7;3,4;1,5;4,5;10,9;9,5;15,5;0,32;0,2;0,4;551;200;600;0,38;0,16;0,9;12;75;200
5,8;5,1;7;0,8;1,5;4,5;11,4;9,5;15,5;0,06;0,2;0,4;65;200;600;0,18;0,16;0,9;1;75;200
6,2;5,1;7;3,1;1,5;4,5;10,9;9,5;15,5;0,29;0,2;0,4;615;200;600;0,31;0,16;0,9;9;75;200
5,6;5,1;7;0,9;1,5;4,5;10,8;9,5;15,5;0,07;0,2;0,4;38;200;600;0,17;0,16;0,9;2;75;200
6,9;5,1;7;2,5;1,5;4,5;10,8;9,5;15,5;0,23;0,2;0,4;275;200;600;0,39;0,16;0,9;11;75;200
7;5,1;7;2,5;1,5;4,5;10,4;9,5;15,5;0,23;0,2;0,4;972;200;600;0,32;0,16;0,9;13;75;200
5,3;5,1;7;1,4;1,5;4,5;8,7;9,5;15,5;0,15;0,2;0,4;228;200;600;0,21;0,16;0,9;1;75;200
5,9;5,1;7;3,1;1,5;4,5;11,1;9,5;15,5;0,29;0,2;0,4;500;200;600;0,28;0,16;0,9;3;75;200
6;5,1;7;3,1;1,5;4,5;10,6;9,5;15,5;0,3;0,2;0,4;688;200;600;0,28;0,16;0,9;4;75;200
5,4;5,1;7;1,7;1,5;4,5;11,8;9,5;15,5;0,15;0,2;0,4;399;200;600;0,15;0,16;0,9;1;75;200
5,4;5,1;7;0,9;1,5;4,5;11,5;9,5;15,5;0,08;0,2;0,4;33;200;600;0,14;0,16;0,9;1;75;200
5,8;5,1;7;2,3;1,5;4,5;10,4;9,5;15,5;0,19;0,2;0,4;484;200;600;0,2;0,16;0,9;2;75;200
5,1;5,1;7;1,3;1,5;4,5;10,6;9,5;15,5;0,12;0,2;0,4;365;200;600;0,13;0,16;0,9;1;75;200
6,3;5,1;7;1,9;1,5;4,5;10,1;9,5;15,5;0,17;0,2;0,4;401;200;600;0,26;0,16;0,9;6;75;200
5,4;5,1;7;1,7;1,5;4,5;11,6;9,5;15,5;0,16;0,2;0,4;538;200;600;0,17;0,16;0,9;1;75;200
6,8;5,1;7;3,2;1,5;4,5;10,4;9,5;15,5;0,31;0,2;0,4;552;200;600;0,37;0,16;0,9;12;75;200
5,6;5,1;7;1,5;1,5;4,5;11,8;9,5;15,5;0,12;0,2;0,4;218;200;600;0,24;0,16;0,9;1;75;200
5,1;5,1;7;2,6;1,5;4,5;14;9,5;15,5;0,2;0,2;0,4;429;200;600;0,28;0,16;0,9;1;75;200
6,1;5,1;7;2,2;1,5;4,5;11,4;9,5;15,5;0,19;0,2;0,4;422;200;600;0,27;0,16;0,9;4;75;200
5,6;5,1;7;1,5;1,5;4,5;11,4;9,5;15,5;0,13;0,2;0,4;248;200;600;0,19;0,16;0,9;1;75;200
5,6;5,1;7;1,8;1,5;4,5;11,3;9,5;15,5;0,17;0,2;0,4;378;200;600;0,18;0,16;0,9;1;75;200
7,2;5,1;7;2,4;1,5;4,5;11,8;9,5;15,5;0,26;0,2;0,4;1131;200;600;0,39;0,16;0,9;13;75;200
5,5;5,1;7;1,8;1,5;4,5;11,2;9,5;15,5;0,16;0,2;0,4;337;200;600;0,2;0,16;0,9;1;75;200
5,8;5,1;7;1,9;1,5;4,5;12,5;9,5;15,5;0,14;0,2;0,4;173;200;600;0,27;0,16;0,9;1;75;200
6,8;5,1;7;2;1,5;4,5;10,1;9,5;15,5;0,17;0,2;0,4;848;200;600;0,29;0,16;0,9;9;75;200
5,8;5,1;7;1,1;1,5;4,5;11,3;9,5;15,5;0,09;0,2;0,4;223;200;600;0,22;0,16;0,9;2;75;200
6,1;5,1;7;1,8;1,5;4,5;9,2;9,5;15,5;0,17;0,2;0,4;259;200;600;0,3;0,16;0,9;6;75;200
5,5;5,1;7;1;1,5;4,5;11,1;9,5;15,5;0,09;0,2;0,4;47;200;600;0,16;0,16;0,9;1;75;200
6,3;5,1;7;0,7;1,5;4,5;11,9;9,5;15,5;0,07;0,2;0,4;157;200;600;0,17;0,16;0,9;3;75;200
5,7;5,1;7;1,3;1,5;4,5;10;9,5;15,5;0,12;0,2;0,4;134;200;600;0,17;0,16;0,9;3;75;200
6,5;5,1;7;1,7;1,5;4,5;10,8;9,5;15,5;0,14;0,2;0,4;668;200;600;0,26;0,16;0,9;8;75;200
5,5;5,1;7;0,8;1,5;4,5;11,8;9,5;15,5;0,07;0,2;0,4;144;200;600;0,15;0,16;0,9;1;75;200
5,8;5,1;7;0,9;1,5;4,5;11,7;9,5;15,5;0,08;0,2;0,4;133;200;600;0,15;0,16;0,9;2;75;200
6,2;5,1;7;0,8;1,5;4,5;11,1;9,5;15,5;0,06;0,2;0,4;161;200;600;0,17;0,16;0,9;2;75;200
5,3;5,1;7;0,8;1,5;4,5;11;9,5;15,5;0,07;0,2;0,4;58;200;600;0,15;0,16;0,9;1;75;200
5,1;5,1;7;1,1;1,5;4,5;11,1;9,5;15,5;0,09;0,2;0,4;233;200;600;0,18;0,16;0,9;1;75;200
5,5;5,1;7;0,6;1,5;4,5;12;9,5;15,5;0,06;0,2;0,4;68;200;600;0,1;0,16;0,9;1;75;200
5,8;5,1;7;0,8;1,5;4,5;10,4;9,5;15,5;0,07;0,2;0,4;169;200;600;0,17;0,16;0,9;1;75;200
5,7;5,1;7;0,6;1,5;4,5;12,2;9,5;15,5;0,06;0,2;0,4;93;200;600;0,11;0,16;0,9;1;75;200
5,8;5,1;7;1;1,5;4,5;10,7;9,5;15,5;0,09;0,2;0,4;82;200;600;0,14;0,16;0,9;2;75;200
5,9;5,1;7;0,6;1,5;4,5;9,9;9,5;15,5;0,06;0,2;0,4;49;200;600;0,13;0,16;0,9;2;75;200
5,7;5,1;7;0,7;1,5;4,5;12,3;9,5;15,5;0,06;0,2;0,4;103;200;600;0,12;0,16;0,9;1;75;200
6,4;5,1;7;2;1,5;4,5;12,1;9,5;15,5;0,17;0,2;0,4;280;200;600;0,26;0,16;0,9;9;75;200
5,9;5,1;7;0,7;1,5;4,5;12,1;9,5;15,5;0,05;0,2;0,4;80;200;600;0,14;0,16;0,9;1;75;200
5,8;5,1;7;1;1,5;4,5;12,8;9,5;15,5;0,07;0,2;0,4;97;200;600;0,16;0,16;0,9;1;75;200
5,9;5,1;7;0,6;1,5;4,5;11,8;9,5;15,5;0,05;0,2;0,4;22;200;600;0,12;0,16;0,9;1;75;200
6,4;5,1;7;1,3;1,5;4,5;12,3;9,5;15,5;0,11;0,2;0,4;144;200;600;0,22;0,16;0,9;3;75;200
6,8;5,1;7;1,4;1,5;4,5;14,7;9,5;15,5;0,11;0,2;0,4;190;200;600;0,24;0,16;0,9;6;75;200
6,1;5,1;7;0,9;1,5;4,5;10,8;9,5;15,5;0,07;0,2;0,4;151;200;600;0,19;0,16;0,9;1;75;200
6,4;5,1;7;1,4;1,5;4,5;10,7;9,5;15,5;0,11;0,2;0,4;173;200;600;0,25;0,16;0,9;4;75;200
6,2;5,1;7;0,8;1,5;4,5;13,6;9,5;15,5;0,06;0,2;0,4;77;200;600;0,17;0,16;0,9;1;75;200
6,1;5,1;7;0,6;1,5;4,5;12,6;9,5;15,5;0,06;0,2;0,4;19;200;600;0,15;0,16;0,9;1;75;200
6;5,1;7;1,2;1,5;4,5;12,4;9,5;15,5;0,1;0,2;0,4;74;200;600;0,22;0,16;0,9;1;75;200
6;5,1;7;1,7;1,5;4,5;11,6;9,5;15,5;0,14;0,2;0,4;264;200;600;0,28;0,16;0,9;4;75;200
6,4;5,1;7;1,5;1,5;4,5;10,5;9,5;15,5;0,12;0,2;0,4;221;200;600;0,23;0,16;0,9;2;75;200
6,1;5,1;7;1,3;1,5;4,5;11,5;9,5;15,5;0,11;0,2;0,4;321;200;600;0,23;0,16;0,9;2;75;200
5,5;5,1;7;0,9;1,5;4,5;13,8;9,5;15,5;0,07;0,2;0,4;213;200;600;0,14;0,16;0,9;1;75;200
6,6;5,1;7;1,9;1,5;4,5;13;9,5;15,5;0,15;0,2;0,4;339;200;600;0,29;0,16;0,9;7;75;200
6,4;5,1;7;0,8;1,5;4,5;11;9,5;15,5;0,07;0,2;0,4;101;200;600;0,18;0,16;0,9;2;75;200
5,9;5,1;7;1,3;1,5;4,5;13,1;9,5;15,5;0,11;0,2;0,4;200;200;600;0,2;0,16;0,9;2;75;200
5,6;5,1;7;0,7;1,5;4,5;12,1;9,5;15,5;0,07;0,2;0,4;116;200;600;0,12;0,16;0,9;1;75;200
6,7;5,1;7;1,7;1,5;4,5;10,7;9,5;15,5;0,18;0,2;0,4;406;200;600;0,29;0,16;0,9;7;75;200
5,7;5,1;7;1,4;1,5;4,5;10,9;9,5;15,5;0,13;0,2;0,4;380;200;600;0,19;0,16;0,9;2;75;200
6,2;5,1;7;1,3;1,5;4,5;12,1;9,5;15,5;0,09;0,2;0,4;189;200;600;0,2;0,16;0,9;2;75;200
6,4;5,1;7;1,1;1,5;4,5;10,5;9,5;15,5;0,09;0,2;0,4;222;200;600;0,21;0,16;0,9;3;75;200
6,2;5,1;7;1;1,5;4,5;13,3;9,5;15,5;0,08;0,2;0,4;284;200;600;0,2;0,16;0,9;4;75;200
6;5,1;7;0,6;1,5;4,5;12,5;9,5;15,5;0,04;0,2;0,4;69;200;600;0,15;0,16;0,9;1;75;200
7,2;5,1;7;2,3;1,5;4,5;10,8;9,5;15,5;0,21;0,2;0,4;413;200;600;0,33;0,16;0,9;11;75;200
6,1;5,1;7;0,7;1,5;4,5;11,3;9,5;15,5;0,08;0,2;0,4;40;200;600;0,21;0,16;0,9;2;75;200
6,4;5,1;7;1,6;1,5;4,5;10,7;9,5;15,5;0,14;0,2;0,4;229;200;600;0,23;0,16;0,9;4;75;200
5,9;5,1;7;1,1;1,5;4,5;10;9,5;15,5;0,1;0,2;0,4;406;200;600;0,11;0,16;0,9;4;75;200
6,5;5,1;7;1,5;1,5;4,5;9,7;9,5;15,5;0,15;0,2;0,4;566;200;600;0,15;0,16;0,9;8;75;200
6,1;5,1;7;1,2;1,5;4,5;10,6;9,5;15,5;0,12;0,2;0,4;242;200;600;0,2;0,16;0,9;6;75;200
6,2;5,1;7;1,8;1,5;4,5;9,6;9,5;15,5;0,18;0,2;0,4;229;200;600;0,26;0,16;0,9;7;75;200
6,3;5,1;7;1,2;1,5;4,5;10,9;9,5;15,5;0,11;0,2;0,4;451;200;600;0,14;0,16;0,9;6;75;200
6,3;5,1;7;1,8;1,5;4,5;10,3;9,5;15,5;0,17;0,2;0,4;316;200;600;0,14;0,16;0,9;6;75;200
7,1;5,1;7;1,7;1,5;4,5;9,7;9,5;15,5;0,17;0,2;0,4;539;200;600;0,33;0,16;0,9;13;75;200
6,6;5,1;7;1,9;1,5;4,5;10,1;9,5;15,5;0,14;0,2;0,4;504;200;600;0,29;0,16;0,9;8;75;200
7,2;5,1;7;2;1,5;4,5;9,7;9,5;15,5;0,18;0,2;0,4;613;200;600;0,27;0,16;0,9;8;75;200
6,2;5,1;7;1,4;1,5;4,5;10,3;9,5;15,5;0,12;0,2;0,4;533;200;600;0,17;0,16;0,9;5;75;200
6;5,1;7;1,2;1,5;4,5;9,8;9,5;15,5;0,1;0,2;0,4;497;200;600;0,14;0,16;0,9;4;75;200
6,4;5,1;7;1,2;1,5;4,5;10,7;9,5;15,5;0,11;0,2;0,4;348;200;600;0,19;0,16;0,9;5;75;200
5,6;5,1;7;0,9;1,5;4,5;9,1;9,5;15,5;0,09;0,2;0,4;391;200;600;0,12;0,16;0,9;2;75;200
5,8;5,1;7;0,7;1,5;4,5;10,7;9,5;15,5;0,06;0,2;0,4;126;200;600;0,14;0,16;0,9;2;75;200
6,8;5,1;7;1,9;1,5;4,5;9,1;9,5;15,5;0,17;0,2;0,4;589;200;600;0,29;0,16;0,9;13;75;200
5,5;5,1;7;0,8;1,5;4,5;10,4;9,5;15,5;0,06;0,2;0,4;192;200;600;0,17;0,16;0,9;2;75;200
6,2;5,1;7;1,6;1,5;4,5;10,2;9,5;15,5;0,16;0,2;0,4;281;200;600;0,26;0,16;0,9;5;75;200
6,5;5,1;7;1,7;1,5;4,5;9,6;9,5;15,5;0,15;0,2;0,4;392;200;600;0,26;0,16;0,9;8;75;200
6,1;5,1;7;1,1;1,5;4,5;10,2;9,5;15,5;0,09;0,2;0,4;349;200;600;0,14;0,16;0,9;6;75;200
5,8;5,1;7;0,9;1,5;4,5;11;9,5;15,5;0,08;0,2;0,4;97;200;600;0,11;0,16;0,9;2;75;200
6,2;5,1;7;1,5;1,5;4,5;8,9;9,5;15,5;0,12;0,2;0,4;428;200;600;0,27;0,16;0,9;10;75;200
6,7;5,1;7;1,9;1,5;4,5;9,5;9,5;15,5;0,16;0,2;0,4;482;200;600;0,29;0,16;0,9;8;75;200
6,9;5,1;7;1,6;1,5;4,5;10,1;9,5;15,5;0,14;0,2;0,4;555;200;600;0,21;0,16;0,9;10;75;200
6,1;5,1;7;0,9;1,5;4,5;9,3;9,5;15,5;0,07;0,2;0,4;372;200;600;0,18;0,16;0,9;3;75;200
6,4;5,1;7;1,4;1,5;4,5;9,9;9,5;15,5;0,12;0,2;0,4;559;200;600;0,25;0,16;0,9;5;75;200
5,9;5,1;7;1,1;1,5;4,5;11,5;9,5;15,5;0,1;0,2;0,4;299;200;600;0,12;0,16;0,9;2;75;200
5,6;5,1;7;1,8;1,5;4,5;11,7;9,5;15,5;0,14;0,2;0,4;169;200;600;0,26;0,16;0,9;2;75;200
6,7;5,1;7;1,7;1,5;4,5;10,9;9,5;15,5;0,17;0,2;0,4;439;200;600;0,25;0,16;0,9;9;75;200
6,5;5,1;7;0,9;1,5;4,5;11,3;9,5;15,5;0,09;0,2;0,4;103;200;600;0,2;0,16;0,9;3;75;200
5,9;5,1;7;0,7;1,5;4,5;13;9,5;15,5;0,06;0,2;0,4;25;200;600;0,15;0,16;0,9;1;75;200
5,4;5,1;7;0,8;1,5;4,5;13,6;9,5;15,5;0,07;0,2;0,4;19;200;600;0,13;0,16;0,9;1;75;200
5,8;5,1;7;0,4;1,5;4,5;14,7;9,5;15,5;0,03;0,2;0,4;10;200;600;0,11;0,16;0,9;1;75;200
5,3;5,1;7;1,5;1,5;4,5;11;9,5;15,5;0,12;0,2;0,4;224;200;600;0,19;0,16;0,9;1;75;200
6,4;5,1;7;2,2;1,5;4,5;10,4;9,5;15,5;0,18;0,2;0,4;516;200;600;0,3;0,16;0,9;7;75;200
5,4;5,1;7;1;1,5;4,5;11,1;9,5;15,5;0,1;0,2;0,4;384;200;600;0,18;0,16;0,9;1;75;200
6,1;5,1;7;1,6;1,5;4,5;10,2;9,5;15,5;0,15;0,2;0,4;248;200;600;0,22;0,16;0,9;4;75;200
5,5;5,1;7;1,1;1,5;4,5;11,8;9,5;15,5;0,1;0,2;0,4;116;200;600;0,18;0,16;0,9;1;75;200
6,2;5,1;7;1,8;1,5;4,5;10;9,5;15,5;0,16;0,2;0,4;165;200;600;0,22;0,16;0,9;3;75;200
5,9;5,1;7;0,9;1,5;4,5;11,5;9,5;15,5;0,08;0,2;0,4;252;200;600;0,16;0,16;0,9;1;75;200
6,1;5,1;7;2,2;1,5;4,5;11;9,5;15,5;0,19;0,2;0,4;390;200;600;0,31;0,16;0,9;4;75;200
5,6;5,1;7;0,7;1,5;4,5;11,9;9,5;15,5;0,05;0,2;0,4;315;200;600;0,16;0,16;0,9;1;75;200
5,9;5,1;7;2,3;1,5;4,5;10,7;9,5;15,5;0,19;0,2;0,4;275;200;600;0,29;0,16;0,9;5;75;200
6,1;5,1;7;0,7;1,5;4,5;13,7;9,5;15,5;0,06;0,2;0,4;44;200;600;0,15;0,16;0,9;1;75;200
6,5;5,1;7;1,7;1,5;4,5;11,4;9,5;15,5;0,14;0,2;0,4;384;200;600;0,23;0,16;0,9;7;75;200
6,4;5,1;7;2;1,5;4,5;12,5;9,5;15,5;0,14;0,2;0,4;74;200;600;0,22;0,16;0,9;4;75;200
6,3;5,1;7;0,6;1,5;4,5;15,9;9,5;15,5;0,05;0,2;0,4;67;200;600;0,16;0,16;0,9;1;75;200
6;5,1;7;1,2;1,5;4,5;12,6;9,5;15,5;0,1;0,2;0,4;128;200;600;0,19;0,16;0,9;1;75;200
5,6;5,1;7;0,7;1,5;4,5;13,9;9,5;15,5;0,06;0,2;0,4;27;200;600;0,15;0,16;0,9;1;75;200
5,9;5,1;7;0,9;1,5;4,5;11,9;9,5;15,5;0,09;0,2;0,4;227;200;600;0,19;0,16;0,9;2;75;200
5,1;5,1;7;1,1;1,5;4,5;11,8;9,5;15,5;0,08;0,2;0,4;348;200;600;0,17;0,16;0,9;1;75;200
5,5;5,1;7;1,2;1,5;4,5;12;9,5;15,5;0,09;0,2;0,4;344;200;600;0,17;0,16;0,9;1;75;200
6,3;5,1;7;1,3;1,5;4,5;15,8;9,5;15,5;0,1;0,2;0,4;110;200;600;0,2;0,16;0,9;2;75;200
7,5;5,1;7;9;1,5;4,5;12,3;9,5;15,5;0,67;0,2;0,4;986;200;600;0,56;0,16;0,9;1;75;200
6,1;5,1;7;0,5;1,5;4,5;13,5;9,5;15,5;0,03;0,2;0,4;57;200;600;0,14;0,16;0,9;1;75;200
5,8;5,1;7;2,2;1,5;4,5;13,3;9,5;15,5;0,18;0,2;0,4;317;200;600;0,28;0,16;0,9;1;75;200
5,6;5,1;7;0,5;1,5;4,5;12,5;9,5;15,5;0,04;0,2;0,4;10;200;600;0,11;0,16;0,9;1;75;200
5,9;5,1;7;1,3;1,5;4,5;9,8;9,5;15,5;0,12;0,2;0,4;149;200;600;0,25;0,16;0,9;2;75;200
5,9;5,1;7;0,5;1,5;4,5;9,7;9,5;15,5;0,06;0,2;0,4;31;200;600;0,13;0,16;0,9;1;75;200
6,3;5,1;7;1,8;1,5;4,5;11,2;9,5;15,5;0,16;0,2;0,4;175;200;600;0,28;0,16;0,9;4;75;200
5,6;5,1;7;0,9;1,5;4,5;11,6;9,5;15,5;0,07;0,2;0,4;131;200;600;0,14;0,16;0,9;1;75;200
6,1;5,1;7;0,6;1,5;4,5;11,9;9,5;15,5;0,05;0,2;0,4;119;200;600;0,14;0,16;0,9;1;75;200
5,9;5,1;7;0,6;1,5;4,5;11,2;9,5;15,5;0,06;0,2;0,4;56;200;600;0,13;0,16;0,9;1;75;200
6;5,1;7;0,6;1,5;4,5;11,1;9,5;15,5;0,06;0,2;0,4;121;200;600;0,14;0,16;0,9;1;75;200
6,4;5,1;7;0,5;1,5;4,5;9,9;9,5;15,5;0,04;0,2;0,4;20;200;600;0,13;0,16;0,9;1;75;200
5,4;5,1;7;1,3;1,5;4,5;11,7;9,5;15,5;0,13;0,2;0,4;638;200;600;0,17;0,16;0,9;1;75;200
6,2;5,1;7;0,9;1,5;4,5;12,4;9,5;15,5;0,08;0,2;0,4;167;200;600;0,19;0,16;0,9;3;75;200
6,3;5,1;7;0,4;1,5;4,5;12,3;9,5;15,5;0,03;0,2;0,4;26;200;600;0,1;0,16;0,9;2;75;200
6,1;5,1;7;0,9;1,5;4,5;11,8;9,5;15,5;0,08;0,2;0,4;185;200;600;0,19;0,16;0,9;3;75;200
5,7;5,1;7;0,8;1,5;4,5;12,5;9,5;15,5;0,07;0,2;0,4;169;200;600;0,17;0,16;0,9;1;75;200
6,3;5,1;7;0,6;1,5;4,5;11,8;9,5;15,5;0,05;0,2;0,4;23;200;600;0,17;0,16;0,9;1;75;200
5,7;5,1;7;0,5;1,5;4,5;11,3;9,5;15,5;0,04;0,2;0,4;193;200;600;0,12;0,16;0,9;1;75;200
6,1;5,1;7;2,6;1,5;4,5;10;9,5;15,5;0,26;0,2;0,4;423;200;600;0,31;0,16;0,9;8;75;200
6,3;5,1;7;0,6;1,5;4,5;9;9,5;15,5;0,06;0,2;0,4;39;200;600;0,16;0,16;0,9;2;75;200
7,2;5,1;7;0,6;1,5;4,5;12,4;9,5;15,5;0,04;0,2;0,4;250;200;600;0,18;0,16;0,9;1;75;200
5,9;5,1;7;1,2;1,5;4,5;10,2;9,5;15,5;0,11;0,2;0,4;369;200;600;0,19;0,16;0,9;1;75;200
6,2;5,1;7;0,6;1,5;4,5;11;9,5;15,5;0,04;0,2;0,4;176;200;600;0,11;0,16;0,9;1;75;200
5,8;5,1;7;1;1,5;4,5;12,7;9,5;15,5;0,1;0,2;0,4;64;200;600;0,16;0,16;0,9;1;75;200
5,7;5,1;7;0,6;1,5;4,5;12;9,5;15,5;0,05;0,2;0,4;48;200;600;0,15;0,16;0,9;1;75;200
5,9;5,1;7;1;1,5;4,5;12,7;9,5;15,5;0,09;0,2;0,4;28;200;600;0,21;0,16;0,9;2;75;200
6,1;5,1;7;2,1;1,5;4,5;11,8;9,5;15,5;0,19;0,2;0,4;407;200;600;0,3;0,16;0,9;4;75;200
6;5,1;7;0,5;1,5;4,5;12;9,5;15,5;0,04;0,2;0,4;10;200;600;0,13;0,16;0,9;1;75;200
6,4;5,1;7;1,1;1,5;4,5;12;9,5;15,5;0,1;0,2;0,4;216;200;600;0,26;0,16;0,9;5;75;200
6,6;5,1;7;0,7;1,5;4,5;11;9,5;15,5;0,07;0,2;0,4;48;200;600;0,18;0,16;0,9;4;75;200
